map_no,squad_id,player_id,kills,assists,redeploys,damage,confidence
3,T09,dzire,3,,,,K
3,T09,hardyy,0,,,,K
3,T01,manemerc,4,,,,T
3,T01,lezafort,4,,,,T
3,T01,lupin,1,,,,T
3,T14,future,3,,,,K
3,T14,dx,3,,,,K
3,T14,overtime_au,1,,,,K
3,T15,nicc,1,,,,I
3,T15,ice,0,,,,I
3,T15,k4ce,0,,,,I
4,T14,future,10,3,3,4151,C
4,T14,dx,8,7,1,3561,C
4,T14,overtime_au,7,5,1,3861,C
4,T06,dolemite,12,,,,K
4,T06,toji,9,,,,K
4,T06,hi,2,,,,K
4,T07,zag,5,5,6,3851,C
4,T07,gooey,12,2,3,5643,C
4,T07,idrxp,6,5,3,5372,C
4,T05,hazard,5,3,7,3390,C
4,T05,kaiba,6,0,14,2423,C
4,T05,quack,4,2,11,2780,C
4,T11,minho,2,1,3,1868,C
4,T11,nzdee,5,3,4,4231,C
4,T11,monkey,4,2,3,3687,C
4,T13,rybug,4,3,2,2934,C
4,T13,camzy,15,1,3,5940,C
4,T13,mr_x,4,3,4,2657,C
4,T01,manemerc,2,3,11,1763,C
4,T01,lezafort,3,1,8,2731,C
4,T01,lupin,0,0,10,989,C
4,T12,gzoumis,2,5,3,2595,C
4,T12,ammonia,3,3,2,2572,C
4,T12,nzzl,2,0,6,1372,C
4,T15,nicc,6,3,5,3594,C
4,T15,ice,2,1,9,2146,C
4,T15,k4ce,3,3,8,2436,C
4,T04,moose,2,0,5,2206,C
4,T04,kenn,0,1,5,795,C
4,T04,skabenga,0,0,7,1121,C
4,T10,aussy,3,1,3,2515,C
4,T10,mamz_au,2,0,4,1428,C
4,T10,ceiza,5,0,5,3047,C
4,T08,willybee,4,2,4,3116,C
4,T08,shan0,2,0,5,1401,C
4,T08,mull,1,0,4,561,C
4,T03,vgl_(swanny),2,0,10,1523,C
4,T03,dyna,5,1,4,2751,C
4,T03,koby,3,1,6,1746,C
4,T02,jay,0,,,,L
4,T02,obricks,0,,,,L
4,T02,garra,0,,,,L
4,T09,hardyy,0,,,,T
4,T09,spicy,0,,,,T
4,T09,dzire,0,,,,T
5,T02,obricks,10,1,6,4724,C
5,T02,garra,7,0,5,2674,C
5,T02,jay,3,3,6,1347,C
5,T14,overtime_au,7,2,5,3325,C
5,T14,dx,2,3,6,2078,C
5,T14,future,1,4,6,1069,C
5,T07,idrxp,17,0,3,8659,C
5,T07,zag,3,0,3,1919,C
5,T07,gooey,7,1,3,3763,C
5,T05,quack,2,2,7,1527,C
5,T05,kaiba,7,0,4,3789,C
5,T05,hazard,5,1,5,3361,C
5,T12,ammonia,7,4,8,5040,C
5,T12,gzoumis,6,3,10,4262,C
5,T12,nzzl,2,2,4,1679,C
5,T11,nzdee,3,4,8,3436,C
5,T11,minho,3,0,10,2223,C
5,T11,monkey,1,3,7,1403,C
5,T04,moose,4,0,4,2475,C
5,T04,skabenga,1,1,8,1830,C
5,T04,kenn,0,0,4,761,C
5,T15,ice,6,,,,K
5,T15,k4ce,7,,,,K
5,T15,nicc,5,,,,K
5,T09,dzire,1,1,8,1652,C
5,T09,spicy,0,0,11,672,C
5,T09,hardyy,1,1,10,1212,C
5,T08,shan0,3,1,5,2741,C
5,T08,willybee,3,1,2,1650,C
5,T08,mull,3,1,4,1236,C
5,T03,dyna,12,2,4,6589,C
5,T03,vgl_(swanny),2,2,6,1094,C
5,T03,koby,7,4,1,3697,C
5,T13,rybug,2,0,4,1369,C
5,T13,camzy,1,2,4,1575,C
5,T13,mr_x,1,0,5,1747,C
5,T06,hi,7,,,,K
5,T06,toji,4,,,,K
5,T06,dolemite,1,,,,K
5,T01,lezafort,0,,,,T
5,T01,lupin,0,,,,T
5,T01,manemerc,0,,,,T
5,T10,aussy,3,1,2,1747,C
5,T10,mamz_au,1,0,0,542,C
5,T10,ceiza,0,0,3,159,C
6,T07,gooey,7,4,1,3728,C
6,T07,zag,7,1,0,3025,C
6,T07,idrxp,9,1,1,5098,C
6,T11,nzdee,7,3,5,5325,C
6,T11,minho,2,0,7,1531,C
6,T11,monkey,2,0,6,3433,C
6,T05,quack,2,2,8,1372,C
6,T05,hazard,4,0,4,3380,C
6,T05,kaiba,2,1,5,1515,C
6,T08,shan0,6,0,7,2302,C
6,T08,willybee,4,1,3,2279,C
6,T08,mull,5,1,4,3732,C
6,T14,future,5,3,4,2737,C
6,T14,overtime_au,4,3,3,1684,C
6,T14,dx,3,2,4,2590,C
6,T04,moose,3,,,,I
6,T04,skabenga,1,,,,I
6,T04,kenn,1,,,,I
6,T15,nicc,2,,,,I
6,T15,ice,1,,,,I
6,T15,k4ce,1,,,,I
6,T01,lezafort,8,2,7,4892,C
6,T01,lupin,1,0,3,902,C
6,T01,jfiscal10,2,0,8,1145,C
6,T03,vgl_(swanny),2,,,,K
6,T03,dyna,8,,,,K
6,T03,koby,3,,,,K
6,T12,ammonia,4,2,4,2755,C
6,T12,gzoumis,6,3,4,3631,C
6,T12,nzzl,3,4,1,2575,C
6,T13,mr_x,2,1,7,1220,C
6,T13,rybug,4,0,6,1858,C
6,T13,camzy,2,0,1,1212,C
6,T06,dolemite,1,,,,K
6,T06,hi,5,,,,K
6,T06,toji,2,,,,K
6,T10,ceiza,0,,,,L
6,T10,mamz_au,0,,,,L
6,T10,aussy,0,,,,L
6,T02,jay,0,,,,L
6,T02,obricks,0,,,,L
6,T02,garra,0,,,,L
6,T09,hardyy,0,,,,L
6,T09,spicy,0,,,,L
6,T09,dzire,0,,,,L
