map_no,squad_id,source_file,row_type,in_game_name,kills_seen,assists,redeploys,damage
5,T02,Scores 4/image 14.PNG,P,[TTV]chaddy,4,3,5,2577
5,T02,Scores 4/image 14.PNG,TOTAL,,24,9,15,12837
6,T02,Scores 6/image 8.PNG,P,oBrIcKs,8,0,5,4217
6,T02,Scores 6/image 8.PNG,P,[TTV]chaddy,3,2,6,1880
6,T02,Scores 6/image 8.PNG,P,[TTV]RMAX,1,2,5,2222
6,T02,Scores 6/image 8.PNG,TOTAL,,12,4,16,8319
7,T02,Scores 5/image 3.PNG,P,[TTV]RMAX,12,2,3,6800
7,T02,Scores 5/image 3.PNG,P,[TTV]chaddy,6,2,5,2330
7,T02,Scores 5/image 3.PNG,P,oBrIcKs,9,2,3,4559
7,T02,Scores 5/image 3.PNG,TOTAL,,27,6,11,13689
8,T02,Scores 6/image.PNG,P,[TTV]RMAX,4,0,0,2329
8,T02,Scores 6/image.PNG,P,oBrIcKs,0,2,0,2619
8,T02,Scores 6/image.PNG,P,[TTV]chaddy,0,1,0,707
8,T02,Scores 6/image.PNG,TOTAL,,4,3,0,5655
1,T03,Scores 1/cachedMedia 7.PNG,P,[BLKB]TTV Dolem1te,6,2,5,5141
1,T03,Scores 1/cachedMedia 7.PNG,P,[+]roccy,1,0,10,1260
1,T03,Scores 1/cachedMedia 7.PNG,P,[1UP+]Jatzy,4,2,4,3647
1,T03,Scores 1/cachedMedia 7.PNG,TOTAL,,11,4,19,10048
2,T03,Scores 2/cachedMedia 6.PNG,P,[1UP+]Jatzy,10,1,6,4031
2,T03,Scores 2/cachedMedia 6.PNG,P,[+]roccy,0,3,10,1775
2,T03,Scores 2/cachedMedia 6.PNG,P,[BLKB]TTV Dolem1te,6,1,5,3987
2,T03,Scores 2/cachedMedia 6.PNG,TOTAL,,16,5,21,9793
3,T03,Scores 7/cachedMedia 5.PNG,P,[+]roccy,3,0,7,1979
3,T03,Scores 7/cachedMedia 5.PNG,P,[1UP+]Jatzy,4,1,5,2707
3,T03,Scores 7/cachedMedia 5.PNG,P,[BLKB]TTV Dolem1te,4,1,3,2481
3,T03,Scores 7/cachedMedia 5.PNG,TOTAL,,11,2,15,7167
4,T03,Scores 3/cachedMedia 4.PNG,P,[ <3 ]e-boyy slayer,1,0,8,1212
4,T03,Scores 3/cachedMedia 4.PNG,P,[BLKB]TTV Dolem1te,6,3,6,3720
4,T03,Scores 3/cachedMedia 4.PNG,P,[1UP+]Jatzy,6,3,7,4889
4,T03,Scores 3/cachedMedia 4.PNG,TOTAL,,13,6,21,9821
5,T03,Scores 4/cachedMedia 3.PNG,P,[BLKB]TTV Dolem1te,0,1,0,210
5,T03,Scores 4/cachedMedia 3.PNG,P,[ <3 ]e-boyy slayer,1,0,2,213
5,T03,Scores 4/cachedMedia 3.PNG,P,[1UP+]Jatzy,1,1,1,913
5,T03,Scores 4/cachedMedia 3.PNG,TOTAL,,2,2,3,1336
6,T03,Scores 4/cachedMedia 2.PNG,P,[1UP+]Jatzy,7,1,9,3339
6,T03,Scores 4/cachedMedia 2.PNG,P,[ <3 ]e-boyy slayer,0,2,9,539
6,T03,Scores 4/cachedMedia 2.PNG,P,[BLKB]TTV Dolem1te,2,2,4,2257
6,T03,Scores 4/cachedMedia 2.PNG,TOTAL,,9,5,22,6135
7,T03,Scores 5/cachedMedia.PNG,P,[1UP+]Jatzy,11,5,1,6761
7,T03,Scores 5/cachedMedia.PNG,P,[BLKB]TTV Dolem1te,8,2,2,5699
7,T03,Scores 5/cachedMedia.PNG,P,[ <3 ]e-boyy slayer,1,0,3,2286
7,T03,Scores 5/cachedMedia.PNG,TOTAL,,20,7,6,14746
8,T03,Scores 6/IMG_3440.JPG,P,[BLKB]TTV Dolem1te,2,,,
8,T03,Scores 6/IMG_3440.JPG,P,[1UP+]Jatzy,4,,,
8,T03,Scores 6/IMG_3440.JPG,P,[ <3 ]e-boyy slayer,0,,,
8,T03,Scores 6/IMG_3440.JPG,TOTAL,,6,,,
1,T04,Scores 1/image 31.PNG,P,[ mmm ]Camzyy,5,6,11,4009
1,T04,Scores 1/image 31.PNG,P,soccerulz101,5,1,11,3159
1,T04,Scores 1/image 31.PNG,P,duq,0,2,16,1142
1,T04,Scores 1/image 31.PNG,TOTAL,,10,9,38,8310
2,T04,Scores 2/image 26.PNG,P,[ mmm ]Camzyy,6,1,7,3009
2,T04,Scores 2/image 26.PNG,P,duq,0,0,11,956
2,T04,Scores 2/image 26.PNG,P,soccerulz101,2,3,5,1629
2,T04,Scores 2/image 26.PNG,TOTAL,,8,4,23,5594
3,T04,Scores 2/IMG_0643.JPG,P,soccerulz101,0,0,3,
3,T04,Scores 2/IMG_0643.JPG,P,[ mmm ]Camzyy,4,0,3,
3,T04,Scores 2/IMG_0643.JPG,P,duq,1,0,1,
3,T04,Scores 2/IMG_0643.JPG,TOTAL,,5,0,7,
4,T04,Scores 7/image 20.PNG,P,[ mmm ]Camzyy,5,4,4,3361
4,T04,Scores 7/image 20.PNG,P,duq,4,1,3,1177
4,T04,Scores 7/image 20.PNG,P,soccerulz101,1,3,7,3233
4,T04,Scores 7/image 20.PNG,TOTAL,,10,8,14,7771
5,T04,Scores 4/image 16.PNG,P,duq,10,1,1,4041
5,T04,Scores 4/image 16.PNG,P,[ mmm ]Camzyy,8,3,1,4055
5,T04,Scores 4/image 16.PNG,P,soccerulz101,1,1,0,1922
5,T04,Scores 4/image 16.PNG,TOTAL,,19,5,2,10018
6,T04,Scores 6/image 9.PNG,P,soccerulz101,7,4,9,4716
6,T04,Scores 6/image 9.PNG,P,duq,5,2,3,2700
6,T04,Scores 6/image 9.PNG,P,[ mmm ]Camzyy,7,4,2,5210
6,T04,Scores 6/image 9.PNG,TOTAL,,19,10,14,12626
1,T05,Scores 1/Screenshot_2026-08-01_171702.PNG,P,[1]Mootsoka,5,1,7,3167
1,T05,Scores 1/Screenshot_2026-08-01_171702.PNG,P,[+]35,1,1,6,1313
1,T05,Scores 1/Screenshot_2026-08-01_171702.PNG,P,[+]x_Shiftey,1,2,9,1137
1,T05,Scores 1/Screenshot_2026-08-01_171702.PNG,TOTAL,,7,4,22,5617
2,T05,Scores 1/Screenshot_2026-08-01_173144.PNG,P,[+]35,2,1,3,1310
2,T05,Scores 1/Screenshot_2026-08-01_173144.PNG,P,[1]Mootsoka,2,1,2,1509
2,T05,Scores 1/Screenshot_2026-08-01_173144.PNG,P,[+]x_Shiftey,1,0,2,520
2,T05,Scores 1/Screenshot_2026-08-01_173144.PNG,TOTAL,,5,2,7,3339
3,T05,Scores 2/Screenshot_2026-08-01_180001.PNG,P,[+]x_Shiftey,2,0,9,2376
3,T05,Scores 2/Screenshot_2026-08-01_180001.PNG,P,[+]35,2,0,5,2170
3,T05,Scores 2/Screenshot_2026-08-01_180001.PNG,P,[1]Mootsoka,2,1,8,3028
3,T05,Scores 2/Screenshot_2026-08-01_180001.PNG,TOTAL,,6,1,22,7574
4,T05,Scores 3/Screenshot_2026-08-01_183624.PNG,P,[1]Mootsoka,7,1,9,4782
4,T05,Scores 3/Screenshot_2026-08-01_183624.PNG,P,[+]x_Shiftey,4,2,11,3099
4,T05,Scores 3/Screenshot_2026-08-01_183624.PNG,P,[+]35,4,2,8,2974
4,T05,Scores 3/Screenshot_2026-08-01_183624.PNG,TOTAL,,15,5,28,10855
5,T05,Scores 4/Screenshot_2026-08-01_191521.PNG,P,[+]35,1,0,9,1148
5,T05,Scores 4/Screenshot_2026-08-01_191521.PNG,P,[+]x_Shiftey,1,0,6,790
5,T05,Scores 4/Screenshot_2026-08-01_191521.PNG,P,[1]Mootsoka,1,0,7,1271
5,T05,Scores 4/Screenshot_2026-08-01_191521.PNG,TOTAL,,3,0,22,3209
6,T05,Scores 6/Screenshot_2026-08-01_194523.PNG,P,[1]Mootsoka,4,1,4,2254
6,T05,Scores 6/Screenshot_2026-08-01_194523.PNG,P,[+]x_Shiftey,2,0,7,889
6,T05,Scores 6/Screenshot_2026-08-01_194523.PNG,P,[+]Sn4k3yes,0,1,6,680
6,T05,Scores 6/Screenshot_2026-08-01_194523.PNG,TOTAL,,6,2,17,3823
7,T05,Scores 5/Screenshot_2026-08-01_202113.PNG,P,[1]Mootsoka,5,0,2,2829
7,T05,Scores 5/Screenshot_2026-08-01_202113.PNG,P,[+]Sn4k3yes,1,0,3,747
7,T05,Scores 5/Screenshot_2026-08-01_202113.PNG,P,[+]x_Shiftey,1,0,1,930
7,T05,Scores 5/Screenshot_2026-08-01_202113.PNG,TOTAL,,7,0,6,4506
8,T05,Scores 6/Screenshot_2026-08-01_205330.PNG,P,[+]x_Shiftey,1,1,11,994
8,T05,Scores 6/Screenshot_2026-08-01_205330.PNG,P,[1]Mootsoka,1,0,7,1526
8,T05,Scores 6/Screenshot_2026-08-01_205330.PNG,P,[+]Sn4k3yes,0,0,6,870
8,T05,Scores 6/Screenshot_2026-08-01_205330.PNG,TOTAL,,2,1,24,3390
1,T06,Scores 1/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_19.18.27.53.PNG,P,minho,4,0,4,2469
1,T06,Scores 1/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_19.18.27.53.PNG,P,[ ? ]NZDee,7,6,2,4491
1,T06,Scores 1/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_19.18.27.53.PNG,P,[oRAG]XxMONK3YMANxX123,7,3,2,3623
1,T06,Scores 1/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_19.18.27.53.PNG,TOTAL,,18,9,8,10583
2,T06,Scores 2/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_19.39.32.67.PNG,P,minho,4,2,4,2256
2,T06,Scores 2/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_19.39.32.67.PNG,P,[ ? ]NZDee,10,2,2,4812
2,T06,Scores 2/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_19.39.32.67.PNG,P,[oRAG]XxMONK3YMANxX123,3,4,1,3159
2,T06,Scores 2/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_19.39.32.67.PNG,TOTAL,,17,8,7,10227
3,T06,Scores 2/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_20.01.22.49.PNG,P,[ ? ]NZDee,8,1,5,5666
3,T06,Scores 2/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_20.01.22.49.PNG,P,minho,2,0,8,1165
3,T06,Scores 2/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_20.01.22.49.PNG,P,[oRAG]XxMONK3YMANxX123,1,3,7,3012
3,T06,Scores 2/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_20.01.22.49.PNG,TOTAL,,11,4,20,9843
4,T06,Scores 3/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_20.33.35.25.PNG,P,[ ? ]NZDee,10,0,3,5075
4,T06,Scores 3/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_20.33.35.25.PNG,P,minho,4,2,4,1682
4,T06,Scores 3/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_20.33.35.25.PNG,P,[oRAG]XxMONK3YMANxX123,2,1,1,1693
4,T06,Scores 3/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_20.33.35.25.PNG,TOTAL,,16,3,8,8450
5,T06,Scores 4/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_21.17.10.46.PNG,P,minho,3,1,1,1934
5,T06,Scores 4/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_21.17.10.46.PNG,P,[ ? ]NZDee,4,3,2,2823
5,T06,Scores 4/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_21.17.10.46.PNG,P,[oRAG]XxMONK3YMANxX123,2,3,4,2369
5,T06,Scores 4/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_21.17.10.46.PNG,TOTAL,,9,7,7,7126
6,T06,Scores 5/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_21.50.25.32.PNG,P,[ ? ]NZDee,10,2,0,6421
6,T06,Scores 5/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_21.50.25.32.PNG,P,minho,1,2,1,1765
6,T06,Scores 5/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_21.50.25.32.PNG,P,[oRAG]XxMONK3YMANxX123,2,4,1,3622
6,T06,Scores 5/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_21.50.25.32.PNG,TOTAL,,13,8,2,11808
7,T06,Scores 5/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_22.28.18.36.PNG,P,minho,0,0,7,527
7,T06,Scores 5/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_22.28.18.36.PNG,P,[ ? ]NZDee,4,1,5,2368
7,T06,Scores 5/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_22.28.18.36.PNG,P,[oRAG]XxMONK3YMANxX123,1,2,4,2121
7,T06,Scores 5/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_22.28.18.36.PNG,TOTAL,,5,3,16,5016
8,T06,Scores 6/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_23.00.20.99.PNG,P,[ ? ]NZDee,7,2,3,3211
8,T06,Scores 6/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_23.00.20.99.PNG,P,[oRAG]XxMONK3YMANxX123,3,1,6,2455
8,T06,Scores 6/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_23.00.20.99.PNG,P,minho,4,2,5,2700
8,T06,Scores 6/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_23.00.20.99.PNG,TOTAL,,14,5,14,8366
1,T07,Scores 1/B11ABB0E-60C7-4911-B1FD-E95FB6440BF3.JPG,P,ManeMerc,9,4,8,5876
1,T07,Scores 1/B11ABB0E-60C7-4911-B1FD-E95FB6440BF3.JPG,P,Leza,6,4,6,3811
1,T07,Scores 1/B11ABB0E-60C7-4911-B1FD-E95FB6440BF3.JPG,P,[+57]Lupin22,6,0,10,2975
1,T07,Scores 1/B11ABB0E-60C7-4911-B1FD-E95FB6440BF3.JPG,TOTAL,,21,8,24,12662
2,T07,Scores 2/26006C1E-53F6-491E-8AB7-B661852311E4.JPG,P,ManeMerc,15,1,11,7128
2,T07,Scores 2/26006C1E-53F6-491E-8AB7-B661852311E4.JPG,P,Leza,6,3,8,3634
2,T07,Scores 2/26006C1E-53F6-491E-8AB7-B661852311E4.JPG,P,[+57]Lupin22,3,0,4,1362
2,T07,Scores 2/26006C1E-53F6-491E-8AB7-B661852311E4.JPG,TOTAL,,24,4,23,12124
3,T07,Scores 7/0D151724-0331-43C5-A46C-7276E82D547B.JPG,P,[+57]Lupin22,5,0,6,3519
3,T07,Scores 7/0D151724-0331-43C5-A46C-7276E82D547B.JPG,P,Leza,3,3,6,2146
3,T07,Scores 7/0D151724-0331-43C5-A46C-7276E82D547B.JPG,P,ManeMerc,3,3,2,2759
3,T07,Scores 7/0D151724-0331-43C5-A46C-7276E82D547B.JPG,TOTAL,,11,6,14,8424
4,T07,Scores 3/CFD3A379-E663-40B8-8419-18F48D1C380B.PNG,P,Leza,6,6,5,4547
4,T07,Scores 3/CFD3A379-E663-40B8-8419-18F48D1C380B.PNG,P,[+57]Lupin22,8,2,4,3189
4,T07,Scores 3/CFD3A379-E663-40B8-8419-18F48D1C380B.PNG,P,ManeMerc,2,4,6,2730
4,T07,Scores 3/CFD3A379-E663-40B8-8419-18F48D1C380B.PNG,TOTAL,,16,12,15,10466
5,T07,Scores 4/930105D2-D6DC-4290-98F4-E0E3BF54DC34.JPG,P,Leza,6,2,4,2550
5,T07,Scores 4/930105D2-D6DC-4290-98F4-E0E3BF54DC34.JPG,P,ManeMerc,5,4,3,3841
5,T07,Scores 4/930105D2-D6DC-4290-98F4-E0E3BF54DC34.JPG,P,[+57]Lupin22,1,2,6,1935
5,T07,Scores 4/930105D2-D6DC-4290-98F4-E0E3BF54DC34.JPG,TOTAL,,12,8,13,8326
6,T07,Scores 5/7D841B7E-6DF5-46CC-9E0B-7FC0DE86AFB3.JPG,P,ManeMerc,1,1,0,700
6,T07,Scores 5/7D841B7E-6DF5-46CC-9E0B-7FC0DE86AFB3.JPG,P,Leza,0,0,0,267
6,T07,Scores 5/7D841B7E-6DF5-46CC-9E0B-7FC0DE86AFB3.JPG,P,[+57]Lupin22,0,0,0,223
6,T07,Scores 5/7D841B7E-6DF5-46CC-9E0B-7FC0DE86AFB3.JPG,TOTAL,,1,1,0,1190
7,T07,Scores 5/6AA80486-1149-435E-A61A-5536E2C27875.JPG,P,ManeMerc,4,1,4,1583
7,T07,Scores 5/6AA80486-1149-435E-A61A-5536E2C27875.JPG,P,Leza,5,2,5,3581
7,T07,Scores 5/6AA80486-1149-435E-A61A-5536E2C27875.JPG,P,[+57]Lupin22,3,0,5,1431
7,T07,Scores 5/6AA80486-1149-435E-A61A-5536E2C27875.JPG,TOTAL,,12,3,14,6595
8,T07,Scores 6/3A09AD77-538B-4B5B-9D84-FDF0FC4C7983.JPG,P,[+57]Lupin22,6,0,5,2418
8,T07,Scores 6/3A09AD77-538B-4B5B-9D84-FDF0FC4C7983.JPG,P,Leza,8,3,5,3388
8,T07,Scores 6/3A09AD77-538B-4B5B-9D84-FDF0FC4C7983.JPG,P,ManeMerc,5,4,3,3532
8,T07,Scores 6/3A09AD77-538B-4B5B-9D84-FDF0FC4C7983.JPG,TOTAL,,19,7,13,9338
1,T08,Scores 1/Screenshot_72.PNG,P,ZAG,1,2,2,754
1,T08,Scores 1/Screenshot_72.PNG,P,Kaiba,0,0,1,516
1,T08,Scores 1/Screenshot_72.PNG,P,Clawsyy,0,0,1,282
1,T08,Scores 1/Screenshot_72.PNG,TOTAL,,1,2,4,1552
2,T08,Scores 2/Screenshot_73.PNG,P,ZAG,3,2,7,2196
2,T08,Scores 2/Screenshot_73.PNG,P,Kaiba,5,1,5,3252
2,T08,Scores 2/Screenshot_73.PNG,P,Clawsyy,0,1,9,827
2,T08,Scores 2/Screenshot_73.PNG,TOTAL,,8,4,21,6275
4,T08,Scores 3/Screenshot_74.PNG,P,Kaiba,11,2,5,5210
4,T08,Scores 3/Screenshot_74.PNG,P,ZAG,5,3,4,3453
4,T08,Scores 3/Screenshot_74.PNG,P,Clawsyy,0,1,4,1222
4,T08,Scores 3/Screenshot_74.PNG,TOTAL,,16,6,13,9885
5,T08,Scores 4/Screenshot_75.PNG,P,Kaiba,6,6,3,4426
5,T08,Scores 4/Screenshot_75.PNG,P,ZAG,9,2,0,4786
5,T08,Scores 4/Screenshot_75.PNG,P,Clawsyy,3,0,3,1624
5,T08,Scores 4/Screenshot_75.PNG,TOTAL,,18,8,6,10836
6,T08,Scores 6/Screenshot_76.PNG,P,ZAG,4,0,4,2540
6,T08,Scores 6/Screenshot_76.PNG,P,Kaiba,2,1,1,1314
6,T08,Scores 6/Screenshot_76.PNG,P,[don]5thStumpBattler,2,1,7,1324
6,T08,Scores 6/Screenshot_76.PNG,TOTAL,,8,2,12,5178
7,T08,Scores 5/Screenshot_77.PNG,P,Kaiba,8,0,4,4229
7,T08,Scores 5/Screenshot_77.PNG,P,ZAG,6,1,5,3354
7,T08,Scores 5/Screenshot_77.PNG,P,[don]5thStumpBattler,5,1,6,2179
7,T08,Scores 5/Screenshot_77.PNG,TOTAL,,19,2,15,9762
8,T08,Scores 6/Screenshot_78.PNG,P,ZAG,6,1,3,3922
8,T08,Scores 6/Screenshot_78.PNG,P,Kaiba,2,4,3,2853
8,T08,Scores 6/Screenshot_78.PNG,P,[+]Hooli,2,1,6,1806
8,T08,Scores 6/Screenshot_78.PNG,TOTAL,,10,6,12,8581
1,T09,Scores 1/IMG_4329.JPG,P,[MH.]Gaara,9,0,4,4707
1,T09,Scores 1/IMG_4329.JPG,P,nzzl,5,1,5,2388
1,T09,Scores 1/IMG_4329.JPG,P,[SDC]Burkarung,2,0,4,1451
1,T09,Scores 1/IMG_4329.JPG,TOTAL,,16,1,13,8546
2,T09,Scores 2/IMG_4330.JPG,P,nzzl,5,0,10,2912
2,T09,Scores 2/IMG_4330.JPG,P,[SDC]Burkarung,1,1,11,833
2,T09,Scores 2/IMG_4330.JPG,P,[MH.]Gaara,2,1,5,1674
2,T09,Scores 2/IMG_4330.JPG,TOTAL,,8,2,26,5419
3,T09,Scores 2/IMG_4331.JPG,P,[MH.]Gaara,4,2,4,2791
3,T09,Scores 2/IMG_4331.JPG,P,[SDC]Burkarung,3,1,6,1405
3,T09,Scores 2/IMG_4331.JPG,P,nzzl,3,1,3,3131
3,T09,Scores 2/IMG_4331.JPG,TOTAL,,10,4,13,7327
5,T09,Scores 4/IMG_4333.JPG,P,[MH.]Gaara,1,1,4,2568
5,T09,Scores 4/IMG_4333.JPG,P,nzzl,1,1,4,1534
5,T09,Scores 4/IMG_4333.JPG,P,[SDC]Burkarung,0,0,7,613
5,T09,Scores 4/IMG_4333.JPG,TOTAL,,2,2,15,4715
6,T09,Scores 6/IMG_4334.JPG,P,[SDC]Burkarung,0,1,2,811
6,T09,Scores 6/IMG_4334.JPG,P,[MH.]Gaara,1,0,3,631
6,T09,Scores 6/IMG_4334.JPG,P,nzzl,0,1,2,840
6,T09,Scores 6/IMG_4334.JPG,TOTAL,,1,2,7,2282
7,T09,Scores 5/IMG_4335.JPG,P,[MH.]Gaara,2,1,3,2230
7,T09,Scores 5/IMG_4335.JPG,P,[SDC]Burkarung,2,0,7,1927
7,T09,Scores 5/IMG_4335.JPG,P,nzzl,3,1,7,1364
7,T09,Scores 5/IMG_4335.JPG,TOTAL,,7,2,17,5521
1,T10,Scores 1/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_17.17.52.54.PNG,P,[ttok]envious jay,10,2,6,6020
1,T10,Scores 1/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_17.17.52.54.PNG,P,[donkd]syzn,6,3,5,3789
1,T10,Scores 1/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_17.17.52.54.PNG,P,REV,4,3,8,2975
1,T10,Scores 1/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_17.17.52.54.PNG,TOTAL,,20,8,19,12784
2,T10,Scores 2/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_17.37.37.93.PNG,P,[ttok]envious jay,6,2,8,2380
2,T10,Scores 2/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_17.37.37.93.PNG,P,[donkd]syzn,4,0,10,2321
2,T10,Scores 2/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_17.37.37.93.PNG,P,REV,1,2,8,1373
2,T10,Scores 2/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_17.37.37.93.PNG,TOTAL,,11,4,26,6074
4,T10,Scores 3/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_18.32.05.62.PNG,P,REV,0,1,6,1057
4,T10,Scores 3/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_18.32.05.62.PNG,P,[ttok]envious jay,3,2,3,2433
4,T10,Scores 3/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_18.32.05.62.PNG,P,[donkd]syzn,2,0,8,1188
4,T10,Scores 3/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_18.32.05.62.PNG,TOTAL,,5,3,17,4678
5,T10,Scores 4/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_19.16.12.77.PNG,P,[ttok]envious jay,8,4,8,4730
5,T10,Scores 4/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_19.16.12.77.PNG,P,[don]5thStumpBattler,0,1,9,895
5,T10,Scores 4/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_19.16.12.77.PNG,P,[donkd]syzn,3,3,5,2389
5,T10,Scores 4/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_19.16.12.77.PNG,TOTAL,,11,8,22,8014
6,T10,Scores 6/Call_of_Duty_Black_Ops_7_Screenshot_2026.08.01_-_19.51.20.58.PNG,P,[ttok]envious jay,7,2,1,4271
